hand_min_x,hand_min_y,hand_width,hand_height,object_min_x,object_min_y,object_width,object_height,handedness,picture_name,grasp
1105,410,208,164,1109,155,180,297,left,frame_4924.jpg,power
463,749,201,262,495,660,168,230,left,frame_4120.jpg,power
971,572,176,177,1481,916,153,159,left,frame_3259.jpg,power
519,713,165,233,0,0,0,0,left,frame_4112.jpg,power
880,642,202,216,492,251,177,328,left,frame_10269.jpg,power
1173,679,349,357,0,0,0,0,left,frame_6525.jpg,power
783,666,185,211,905,737,146,264,left,frame_702.jpg,power
899,862,169,180,362,856,150,111,left,frame_4134.jpg,power
871,746,125,154,0,0,0,0,left,frame_4643.jpg,power
823,643,220,216,220,84,356,169,left,frame_10170.jpg,power
805,718,230,258,1143,767,232,516,left,frame_10013.jpg,power
914,580,235,232,66,52,132,103,left,frame_10065.jpg,power
694,453,245,244,881,1038,78,81,left,frame_6835.jpg,power
845,618,134,160,1790,908,206,192,left,frame_9162.jpg,power
828,643,192,226,1100,671,324,409,left,frame_10209.jpg,power
913,754,195,237,1116,784,198,435,left,frame_10326.jpg,power
843,656,237,186,183,233,367,323,left,frame_9936.jpg,power
928,572,164,189,1498,722,151,108,left,frame_3253.jpg,power
781,480,242,244,924,1032,77,81,left,frame_6848.jpg,power
864,645,205,210,462,261,176,334,left,frame_10264.jpg,power
895,613,238,191,64,53,128,107,left,frame_10073.jpg,power
831,654,206,265,1130,678,306,454,left,frame_10039.jpg,power
760,482,234,236,908,1036,77,83,left,frame_6845.jpg,power
843,629,135,156,1614,698,270,177,left,frame_9182.jpg,power
629,480,113,140,0,0,0,0,left,frame_6975.jpg,power
890,652,215,214,510,254,185,322,left,frame_10273.jpg,power
912,746,193,240,1118,773,205,442,left,frame_10319.jpg,power
913,817,218,261,165,149,331,296,left,frame_9815.jpg,power
935,730,204,237,606,331,201,295,left,frame_10310.jpg,power
834,652,219,256,48,50,96,100,left,frame_10044.jpg,power
916,742,198,234,1122,775,199,445,left,frame_10316.jpg,power
806,631,236,209,1086,658,377,418,left,frame_10143.jpg,power
668,711,162,240,0,0,0,0,left,frame_4105.jpg,power
1198,350,309,189,1319,154,210,298,left,frame_4881.jpg,power
837,658,212,219,373,344,169,373,left,frame_10241.jpg,power
843,604,284,188,1146,650,457,454,left,frame_10083.jpg,power
801,643,213,241,950,704,144,187,left,frame_713.jpg,power
1064,816,156,256,1198,759,96,308,left,frame_10357.jpg,power
1002,849,134,142,0,0,0,0,left,frame_4144.jpg,power
897,789,289,229,140,130,277,261,left,frame_9832.jpg,power
880,741,100,140,0,0,0,0,left,frame_4636.jpg,power
816,643,248,257,1001,724,231,299,left,frame_469.jpg,power
1013,256,353,251,0,0,0,0,left,frame_6684.jpg,power
852,621,256,194,76,60,153,118,left,frame_10117.jpg,power
918,587,230,221,67,52,135,103,left,frame_10069.jpg,power
1084,756,339,324,1464,952,108,139,left,frame_6536.jpg,power
566,713,154,223,618,658,170,203,left,frame_4110.jpg,power
812,647,224,251,1134,687,259,495,left,frame_9958.jpg,power
949,857,178,165,0,0,0,0,left,frame_4137.jpg,power
920,858,162,179,1159,962,259,230,left,frame_4135.jpg,power
861,741,155,158,0,0,0,0,left,frame_4645.jpg,power
951,725,177,248,598,326,200,299,left,frame_10304.jpg,power
1017,713,144,147,1384,849,229,225,left,frame_3273.jpg,power
817,675,221,267,1136,708,255,505,left,frame_10000.jpg,power
910,700,222,197,1130,709,246,390,left,frame_10285.jpg,power
1159,338,296,197,1196,132,186,260,left,frame_4870.jpg,power
569,494,330,301,872,1009,77,79,left,frame_6805.jpg,power
869,647,201,209,474,256,178,330,left,frame_10266.jpg,power
856,774,142,202,0,0,0,0,left,frame_4096.jpg,power
926,574,160,191,1261,647,160,136,left,frame_3252.jpg,power
850,732,176,177,0,0,0,0,left,frame_4651.jpg,power
787,858,181,195,0,0,0,0,left,frame_4130.jpg,power
828,642,194,225,1098,670,325,411,left,frame_10211.jpg,power
642,682,315,317,736,463,184,277,left,frame_452.jpg,power
823,647,224,216,228,85,353,168,left,frame_10173.jpg,power
936,804,244,243,147,133,295,264,left,frame_9827.jpg,power
852,740,187,164,0,0,0,0,left,frame_4649.jpg,power
921,819,220,261,163,142,326,282,left,frame_9817.jpg,power
889,651,210,212,505,254,186,325,left,frame_10272.jpg,power
909,743,197,242,1117,772,203,440,left,frame_10320.jpg,power
929,805,193,275,222,179,345,265,left,frame_9796.jpg,power
621,438,278,275,872,1019,76,83,left,frame_6811.jpg,power
832,646,210,248,1138,682,269,467,left,frame_9951.jpg,power
854,626,253,197,78,60,156,119,left,frame_10119.jpg,power
836,649,223,257,1144,679,324,466,left,frame_10045.jpg,power
818,673,202,280,1116,689,303,460,left,frame_10032.jpg,power
920,710,217,207,1134,719,238,400,left,frame_10288.jpg,power
600,555,467,376,0,0,0,0,left,frame_4846.jpg,power
913,747,193,235,1116,775,202,438,left,frame_10323.jpg,power
836,719,136,180,0,0,0,0,left,frame_3237.jpg,power
753,631,303,287,736,454,175,278,left,frame_461.jpg,power
775,799,109,198,960,782,156,239,left,frame_7798.jpg,power
765,482,237,236,913,1034,75,81,left,frame_6846.jpg,power
856,633,238,202,1168,645,305,443,left,frame_10132.jpg,power
1177,341,297,196,1349,149,211,288,left,frame_4872.jpg,power
1133,339,302,202,1204,130,185,257,left,frame_4868.jpg,power
1136,345,273,190,1139,140,179,274,left,frame_4890.jpg,power
869,865,178,187,0,0,0,0,left,frame_4133.jpg,power
898,659,210,208,1122,670,272,388,left,frame_10274.jpg,power
847,616,265,178,75,59,149,115,left,frame_10114.jpg,power
1102,409,220,157,1110,155,181,297,left,frame_4922.jpg,power
900,602,238,203,65,53,130,107,left,frame_10072.jpg,power
864,749,108,147,0,0,0,0,left,frame_4630.jpg,power
805,650,215,206,173,90,344,177,left,frame_10153.jpg,power
628,479,119,152,0,0,0,0,left,frame_6973.jpg,power
786,647,209,236,934,736,149,259,left,frame_711.jpg,power
864,614,247,193,65,56,129,113,left,frame_10094.jpg,power
1001,373,327,218,0,0,0,0,left,frame_4856.jpg,power
810,673,220,254,100,90,201,180,left,frame_9986.jpg,power
1001,612,182,173,1446,758,215,200,left,frame_3265.jpg,power
922,801,200,279,205,171,347,264,left,frame_9798.jpg,power
1100,727,327,339,1486,949,107,135,left,frame_6534.jpg,power
647,643,221,221,667,645,160,180,left,frame_3675.jpg,power
780,659,197,216,913,735,148,261,left,frame_707.jpg,power
812,662,222,255,1126,697,240,514,left,frame_9973.jpg,power
938,723,201,237,582,317,200,312,left,frame_10297.jpg,power
900,600,165,188,1256,636,179,129,left,frame_3249.jpg,power
941,727,192,239,602,329,202,297,left,frame_10308.jpg,power
811,675,225,262,1128,710,237,509,left,frame_9994.jpg,power
814,673,214,253,41,60,82,118,left,frame_9990.jpg,power
831,648,182,220,1105,672,321,409,left,frame_10203.jpg,power
794,841,125,188,0,0,0,0,left,frame_3230.jpg,power
660,440,247,258,873,1035,76,85,left,frame_6825.jpg,power
927,765,193,231,1123,797,189,434,left,frame_10331.jpg,power
1099,412,218,160,1112,154,180,296,left,frame_4919.jpg,power
844,604,282,185,1148,662,456,430,left,frame_10082.jpg,power
859,618,245,194,1130,682,451,453,left,frame_10093.jpg,power
645,665,337,333,734,458,180,277,left,frame_453.jpg,power
812,671,222,251,1128,709,235,516,left,frame_9975.jpg,power
855,867,167,179,369,667,170,229,left,frame_4132.jpg,power
852,645,207,216,1106,724,304,284,left,frame_10262.jpg,power
757,731,153,232,0,0,0,0,left,frame_4101.jpg,power
851,634,214,238,1162,654,274,482,left,frame_10053.jpg,power
940,805,223,252,160,145,320,291,left,frame_9821.jpg,power
699,457,241,240,882,1038,77,81,left,frame_6836.jpg,power
859,740,111,161,0,0,0,0,left,frame_4627.jpg,power
1096,405,203,162,1115,153,178,295,left,frame_4914.jpg,power
696,775,122,209,1864,891,97,84,left,frame_9082.jpg,power
1154,414,186,179,1140,158,183,296,left,frame_4943.jpg,power
858,611,237,173,71,57,142,112,left,frame_10105.jpg,power
841,641,214,258,1150,669,313,487,left,frame_10049.jpg,power
919,803,199,277,198,177,351,285,left,frame_9799.jpg,power
814,667,224,246,1127,704,236,512,left,frame_9974.jpg,power
936,803,224,262,160,143,319,285,left,frame_9820.jpg,power
854,634,239,200,476,79,184,159,left,frame_10133.jpg,power
912,717,211,184,929,606,195,165,left,frame_507.jpg,power
486,668,413,356,433,832,111,182,left,frame_6799.jpg,power
586,855,108,135,0,0,0,0,left,frame_6438.jpg,power
823,631,216,255,984,716,157,193,left,frame_715.jpg,power
838,654,193,212,1104,676,305,406,left,frame_10228.jpg,power
841,657,207,215,354,349,170,377,left,frame_10236.jpg,power
817,658,219,247,1141,695,247,526,left,frame_9961.jpg,power
845,665,253,173,185,231,369,323,left,frame_9935.jpg,power
834,647,236,215,1158,709,249,477,left,frame_9939.jpg,power
639,816,167,219,436,663,166,229,left,frame_4125.jpg,power
1098,405,206,166,1115,153,177,296,left,frame_4915.jpg,power
770,631,281,277,733,452,178,280,left,frame_463.jpg,power
994,841,132,146,0,0,0,0,left,frame_4143.jpg,power
639,645,228,223,658,647,161,189,left,frame_3676.jpg,power
811,679,218,262,35,60,70,119,left,frame_9979.jpg,power
1026,759,110,133,1360,882,217,230,left,frame_3276.jpg,power
808,649,212,203,169,90,336,180,left,frame_10151.jpg,power
1005,671,201,156,1405,815,222,217,left,frame_3270.jpg,power
1089,349,304,195,1225,129,191,252,left,frame_4864.jpg,power
582,649,220,235,0,0,0,0,left,frame_3685.jpg,power
854,629,242,197,1169,639,300,440,left,frame_10129.jpg,power
522,644,231,254,0,0,0,0,left,frame_3697.jpg,power
1077,818,175,244,637,546,250,210,left,frame_10363.jpg,power
809,684,205,265,1110,706,286,477,left,frame_10028.jpg,power
879,741,105,146,0,0,0,0,left,frame_4635.jpg,power
1001,597,173,165,1459,734,216,196,left,frame_3263.jpg,power
911,577,225,233,1174,632,355,465,left,frame_10064.jpg,power
1107,408,186,160,1108,155,179,298,left,frame_4927.jpg,power
591,647,219,235,0,0,0,0,left,frame_3684.jpg,power
928,688,201,183,948,571,203,172,left,frame_520.jpg,power
396,474,159,202,0,0,0,0,left,frame_6996.jpg,power
820,664,224,245,1143,700,232,530,left,frame_9966.jpg,power
1070,355,314,193,0,0,0,0,left,frame_4863.jpg,power
521,642,240,256,0,0,0,0,left,frame_3698.jpg,power
822,650,215,205,219,85,356,170,left,frame_10169.jpg,power
934,733,201,234,609,331,200,292,left,frame_10311.jpg,power
833,644,189,219,1099,672,312,412,left,frame_10219.jpg,power
1010,647,179,159,0,0,0,0,left,frame_3268.jpg,power
837,769,148,209,0,0,0,0,left,frame_4097.jpg,power
229,622,224,221,263,838,524,445,left,frame_7005.jpg,power
958,856,178,159,0,0,0,0,left,frame_4138.jpg,power
1029,810,171,239,1179,824,120,439,left,frame_10351.jpg,power
662,521,463,333,1100,254,201,505,left,frame_4847.jpg,power
747,800,129,200,0,0,0,0,left,frame_7808.jpg,power
860,618,205,242,438,64,200,127,left,frame_10055.jpg,power
775,631,277,276,732,451,179,281,left,frame_464.jpg,power
864,393,394,280,0,0,0,0,left,frame_4851.jpg,power
904,689,219,206,1129,701,250,393,left,frame_10283.jpg,power
848,675,144,195,0,0,0,0,left,frame_3240.jpg,power
888,805,215,275,173,138,346,274,left,frame_9809.jpg,power
1066,816,186,237,1249,842,135,459,left,frame_10367.jpg,power
1099,412,215,157,1112,154,179,296,left,frame_4918.jpg,power
812,672,218,257,1127,703,236,518,left,frame_9989.jpg,power
1103,408,202,166,1114,154,177,296,left,frame_4917.jpg,power
845,664,258,163,1219,714,198,168,left,frame_9933.jpg,power
940,771,192,225,1136,805,183,441,left,frame_10336.jpg,power
810,680,218,256,35,59,70,117,left,frame_9980.jpg,power
806,649,215,207,171,88,340,175,left,frame_10152.jpg,power
544,639,208,254,0,0,0,0,left,frame_3692.jpg,power
1005,629,182,163,0,0,0,0,left,frame_3266.jpg,power
827,646,218,216,244,84,348,169,left,frame_10180.jpg,power
1168,338,295,196,1354,148,215,285,left,frame_4871.jpg,power
744,802,126,204,0,0,0,0,left,frame_7809.jpg,power
902,681,222,212,1127,691,258,380,left,frame_10281.jpg,power
836,644,207,215,408,312,171,354,left,frame_10251.jpg,power
841,645,205,240,180,236,359,324,left,frame_9950.jpg,power
814,708,237,254,1152,742,234,562,left,frame_10008.jpg,power
831,652,220,261,1143,680,304,467,left,frame_10042.jpg,power
896,787,208,293,170,146,340,290,left,frame_9811.jpg,power
632,431,261,276,872,1023,75,82,left,frame_6815.jpg,power
715,730,159,225,0,0,0,0,left,frame_4103.jpg,power
842,647,198,210,408,316,170,353,left,frame_10250.jpg,power
618,440,279,277,871,1018,73,83,left,frame_6810.jpg,power
852,622,255,199,76,59,152,117,left,frame_10116.jpg,power
828,651,187,215,1097,671,333,409,left,frame_10206.jpg,power
512,639,244,264,0,0,0,0,left,frame_3701.jpg,power
829,659,197,271,1118,677,312,455,left,frame_10036.jpg,power
944,807,228,245,156,138,311,274,left,frame_9823.jpg,power
801,708,216,258,45,51,90,101,left,frame_10017.jpg,power
778,658,201,221,917,735,148,260,left,frame_708.jpg,power
1143,345,283,185,1302,155,204,299,left,frame_4889.jpg,power
841,639,228,259,53,53,106,105,left,frame_10050.jpg,power
814,663,224,249,1141,693,247,548,left,frame_9962.jpg,power
539,644,239,256,0,0,0,0,left,frame_3695.jpg,power
841,645,211,243,180,235,359,323,left,frame_9949.jpg,power
904,686,219,206,1128,695,253,389,left,frame_10282.jpg,power
1162,686,357,351,1376,652,108,226,left,frame_6524.jpg,power
827,662,194,270,1117,678,311,451,left,frame_10035.jpg,power
808,714,245,252,1153,752,231,559,left,frame_10009.jpg,power
412,448,175,214,0,0,0,0,left,frame_6994.jpg,power
1020,804,169,234,576,533,272,216,left,frame_10350.jpg,power
670,443,243,251,872,1036,74,83,left,frame_6827.jpg,power
821,661,224,237,1137,685,240,540,left,frame_9968.jpg,power
811,768,139,181,0,0,0,0,left,frame_3234.jpg,power
1166,340,291,188,1305,154,206,300,left,frame_4887.jpg,power
804,648,220,206,1086,670,373,415,left,frame_10149.jpg,power
813,669,222,258,1126,705,238,507,left,frame_9992.jpg,power
866,613,248,178,69,56,139,113,left,frame_10098.jpg,power
545,532,359,329,730,997,99,113,left,frame_6803.jpg,power
1165,685,357,349,1457,887,300,185,left,frame_6527.jpg,power
856,631,238,200,1171,643,307,440,left,frame_10130.jpg,power
820,648,215,205,209,84,361,167,left,frame_10165.jpg,power
741,478,236,243,900,1036,72,82,left,frame_6843.jpg,power
807,639,217,209,1086,666,376,417,left,frame_10147.jpg,power
937,719,199,214,567,304,198,307,left,frame_10292.jpg,power
810,670,223,256,42,60,84,119,left,frame_9991.jpg,power
842,657,204,217,1105,678,306,396,left,frame_10232.jpg,power
1073,393,231,170,1120,152,179,293,left,frame_4909.jpg,power
734,847,173,224,0,0,0,0,left,frame_4128.jpg,power
851,624,248,204,467,77,188,154,left,frame_10127.jpg,power
917,801,188,279,192,171,355,284,left,frame_9800.jpg,power
838,646,188,219,1101,673,306,411,left,frame_10224.jpg,power
1187,342,301,195,1337,151,211,291,left,frame_4875.jpg,power
851,613,271,188,61,55,122,109,left,frame_10080.jpg,power
837,646,222,256,49,50,99,100,left,frame_10046.jpg,power
1090,369,249,175,1130,146,176,283,left,frame_4896.jpg,power
945,807,234,248,153,142,305,283,left,frame_9825.jpg,power
505,704,399,342,434,839,114,193,left,frame_6798.jpg,power
813,623,234,216,1091,655,383,418,left,frame_10142.jpg,power
829,640,187,220,63,121,123,172,left,frame_10195.jpg,power
882,613,249,192,63,55,126,109,left,frame_10075.jpg,power
818,659,223,241,1134,696,238,515,left,frame_9969.jpg,power
953,370,354,242,0,0,0,0,left,frame_4854.jpg,power
669,818,163,237,424,662,168,230,left,frame_4126.jpg,power
856,731,116,215,995,792,137,163,left,frame_4654.jpg,power
865,611,241,178,1128,669,443,432,left,frame_10099.jpg,power
858,623,127,152,1794,914,205,191,left,frame_9154.jpg,power
1115,413,185,186,1115,154,180,299,left,frame_4937.jpg,power
569,445,131,162,0,0,0,0,left,frame_6984.jpg,power
1017,729,132,139,1375,862,222,225,left,frame_3274.jpg,power
1087,374,246,167,1128,146,179,287,left,frame_4897.jpg,power
905,668,254,275,1118,782,178,214,left,frame_721.jpg,power
910,746,194,239,1117,773,202,440,left,frame_10321.jpg,power
1145,417,193,162,1133,155,180,299,left,frame_4941.jpg,power
524,433,148,188,0,0,0,0,left,frame_6987.jpg,power
864,611,250,174,67,57,135,112,left,frame_10097.jpg,power
683,453,242,246,878,1038,76,80,left,frame_6833.jpg,power
1098,410,220,159,1112,154,181,296,left,frame_4920.jpg,power
679,447,243,248,875,1038,77,80,left,frame_6831.jpg,power
759,844,116,216,967,815,217,279,left,frame_7788.jpg,power
722,469,240,242,889,1037,74,79,left,frame_6840.jpg,power
854,621,132,151,1793,913,206,191,left,frame_9158.jpg,power
926,737,197,236,1121,770,188,444,left,frame_10314.jpg,power
831,644,196,222,1102,673,305,412,left,frame_10223.jpg,power
626,432,273,278,872,1021,76,82,left,frame_6813.jpg,power
522,638,241,264,0,0,0,0,left,frame_3700.jpg,power
1021,373,316,206,0,0,0,0,left,frame_4858.jpg,power
932,737,200,230,1118,763,173,444,left,frame_10312.jpg,power
1115,738,352,321,1012,979,182,198,left,frame_6532.jpg,power
954,565,173,184,1511,657,222,184,left,frame_3257.jpg,power
995,588,172,170,1471,719,215,198,left,frame_3262.jpg,power
852,612,256,179,439,66,193,132,left,frame_10090.jpg,power
939,807,229,244,158,138,314,274,left,frame_9822.jpg,power
812,652,215,199,193,85,366,170,left,frame_10162.jpg,power
1010,278,378,316,0,0,0,0,left,frame_6683.jpg,power
809,682,207,275,1113,703,290,475,left,frame_10029.jpg,power
886,645,201,214,497,252,181,324,left,frame_10270.jpg,power
818,624,242,216,1117,647,347,415,left,frame_10140.jpg,power
1032,373,316,200,0,0,0,0,left,frame_4859.jpg,power
860,605,248,180,71,57,142,112,left,frame_10102.jpg,power
827,862,169,190,378,666,170,229,left,frame_4131.jpg,power
827,648,218,218,240,85,349,170,left,frame_10178.jpg,power
573,647,224,242,626,643,230,186,left,frame_3687.jpg,power
878,642,197,218,483,252,184,327,left,frame_10268.jpg,power
814,683,231,255,1148,728,235,511,left,frame_10005.jpg,power
1012,799,173,231,1174,823,139,460,left,frame_10349.jpg,power
884,615,163,184,0,0,0,0,left,frame_3247.jpg,power
1186,344,295,186,1308,155,205,298,left,frame_4885.jpg,power
899,813,209,267,176,155,352,291,left,frame_9805.jpg,power
781,747,146,217,0,0,0,0,left,frame_4100.jpg,power
850,635,238,201,477,80,184,160,left,frame_10134.jpg,power
815,655,221,244,1143,695,242,508,left,frame_9960.jpg,power
802,639,257,263,1002,722,230,293,left,frame_467.jpg,power
811,648,214,209,183,87,365,173,left,frame_10159.jpg,power
834,637,194,224,61,119,121,169,left,frame_10194.jpg,power
855,627,252,194,77,60,154,118,left,frame_10118.jpg,power
808,687,208,263,1108,708,286,478,left,frame_10027.jpg,power
501,710,167,242,0,0,0,0,left,frame_4113.jpg,power
808,650,214,209,174,88,349,175,left,frame_10154.jpg,power
1025,764,113,140,1352,892,215,237,left,frame_3277.jpg,power
890,816,211,264,172,145,344,286,left,frame_9808.jpg,power
1012,379,321,205,0,0,0,0,left,frame_4857.jpg,power
1106,408,192,164,1106,155,182,300,left,frame_4929.jpg,power
865,612,247,181,65,56,130,112,left,frame_10095.jpg,power
809,698,242,259,1149,732,238,558,left,frame_10007.jpg,power
821,670,201,276,214,195,395,301,left,frame_10033.jpg,power
1189,769,274,253,1025,909,232,210,left,frame_6522.jpg,power
837,643,203,218,60,122,117,171,left,frame_10191.jpg,power
861,713,244,204,942,646,191,154,left,frame_482.jpg,power
712,481,443,321,0,0,0,0,left,frame_4848.jpg,power
655,645,212,218,680,640,155,175,left,frame_3674.jpg,power
857,742,114,164,211,95,225,188,left,frame_4626.jpg,power
823,646,224,214,225,85,354,168,left,frame_10172.jpg,power
816,661,219,244,1131,696,238,509,left,frame_9970.jpg,power
843,705,135,186,0,0,0,0,left,frame_3238.jpg,power
925,763,188,232,1122,794,191,434,left,frame_10330.jpg,power
